-32753,57308
-806247,24956
258174,70828
518793,82254
-1380348,9959
-656224,30270
-346619,43016
-27885,57535
-541918,34783
-2832155,288
676728,88333
-682654,29302
365427,75618
266864,71238
-414688,40030
606042,85742
-1756230,4763
-124987,53046
-837749,23863
-142445,52247
905179,96198
47053,61037
757637,91203
917652,96563
-603144,32305
458066,79627
-1720649,5144
-315689,44353
-799601,25174
724656,90057
101816,63575
-182090,50413
287138,72113
145942,65664
-1584734,6681
-15837,58072
187088,67597
244807,70217
-2223574,1588
-135028,52567
-1115005,15758
-1056660,17297
-505006,36290
-1457316,8598
-522031,35631
-621902,31546
-249393,47338
-980388,19365
-395857,40843
824848,93532
115049,64159
-608702,32058
149559,65849
-1869798,3685
-706225,28427
-1287324,11772
-693766,28888
33373,60391
-776712,25944
-95055,54398
844308,94184
746626,90820
-1190709,13916
-580801,33223
1007598,99240
-373731,41806
551347,83566
-2362932,1106
-1557261,7047
956436,97736
44194,60902
754187,91089
-547388,34555
737740,90529
642722,87103
-135270,52554
979303,98432
-101985,54083
-341810,43192
-1263559,12276
418038,77864
28371,60118
12024,59347
-102038,54076
-1215484,13335
201887,68283
287371,72127
-1495153,7989
-458136,38236
-1443693,8842
-346170,43027
-145218,52124
-26874,57575
22822,59866
-700930,28608
-306996,44753
64823,61855
342221,74593
383725,76382
-1236135,12853
-2079840,2245
10947,59299
-1217803,13267
-294453,45338
592046,85181
-206210,49332
63821,61814
435039,78625
-962192,19941
-1766816,4643
-1318968,11141
-130559,52789
109028,63876
-737561,27305
177481,67129
980671,98468
695164,89017
-829158,24150
735132,90439
-594672,32636
-903266,21700
434616,78602
-1139931,15148
-297105,45224
822224,93448
-891387,22095
-684154,29251
-143235,52218
-273076,46304
885583,95556
766014,91505
524154,82491
-1701269,5356
43184,60854
319720,73589
405035,77308
-111167,53653
990235,98730
-1566031,6939
627702,86580
169562,66768
863168,94821
-2060482,2364
-570151,33660
314295,73358
821564,93423
231980,69618
943779,97342
-200686,49584
688662,88770
-467966,37823
-308864,44669
-767399,26284
-2973306,176
-730321,27543
-1530815,7444
-538012,34947
343249,74648
617337,86181
853058,94485
-313676,44440
567977,84232
37355,60572
-186734,50206
-691335,28990
584567,84891
1008260,99250
950627,97536
57097,61518
923417,96747
579483,84677
226503,69409
-1393751,9692
-816905,24581
103275,63634
-243644,47598
-384489,41378
-444386,38852
124353,64599
438536,78769
-774269,26036
608237,85830
-532156,35192
-82050,54983
-573481,33507
-1975659,2902
906875,96244
411213,77562
265526,71181
-485961,37089
194218,67926
-51394,56424
469468,80105
15682,59519
583050,84815
-299107,45131
500112,81395
-316528,44315
-1451226,8712
898689,95978
-1479215,8252
-1134883,15266
-461806,38065
-349305,42911
-382953,41451
-1541613,7283
742976,90698
112037,64007
389849,76635
235216,69766
-102286,54062
-64879,55799
-119906,53266
-561356,34008
-398627,40741
-85189,54833
506622,81706
-597765,32508
99229,63444
319778,73592
-1962045,3001
-1227396,13063
-312102,44522
172980,66921
-762622,26434
-70974,55505
585521,84929
22243,59840
-248028,47398
-2322961,1233
-135023,52568
-553353,34313
-846454,23564
136223,65151
-354713,42663
-304443,44880
681714,88508
584352,84882
592825,85215
570120,84315
-2627336,529
-1053020,17407
-367824,42085
-1474132,8328
785182,92169
-1853439,3831
-801220,25118
130709,64908
143589,65545
-1036154,17848
-889015,22165
69557,62065
-975366,19519
314301,73359
-597333,32527
540860,83155
631612,86720
245161,70237
-443814,38873
-584364,33071
130690,64906
151056,65919
-8854,58387
-636223,31016
361721,75466
101231,63542
-390408,41102
-581180,33201
-237592,47859
928767,96902
965831,98027
-1525656,7519
204789,68416
625150,86478
285865,72058
44777,60940
492949,81105
956542,97745
29599,60194
203330,68347
264892,71142
-1949561,3081
-958058,20065
-1138262,15183
-718033,28006
-567667,33766
-1426834,9109
617421,86183
729211,90234
50471,61194
-1580724,6731
-773780,26051
-750677,26851
-835939,23924
-51278,56433
-988032,19132
-695829,28812
-1452028,8698
824244,93518
-1306906,11381
26280,60026
-703916,28508
73634,62252
-885529,22280
-1825954,4087
221707,69190
978833,98417
-49774,56504
515586,82120
390201,76657
-1026608,18080
954235,97656
-1064045,17104
682118,88531
-674709,29581
-709431,28307
-2173822,1788
-1723546,5109
-616763,31741
311189,73205
1009294,99283
-257811,46988
120031,64381
-687298,29127
-389572,41140
765529,91487
-1451942,8700
-1034161,17898
312495,73267
-1620212,6226
770241,91647
115776,64192
626769,86548
497107,81267
-486395,37075
-65014,55789
580156,84716
-350078,42876
-209998,49148
-374622,41775
753374,91059
730706,90282
461063,79757
499726,81370
674955,88261
-1665011,5748
-406740,40374
-2500211,767
338400,74424
883604,95487
-484201,37147
169295,66752
279287,71781
102173,63588
889341,95672
-778182,25884
652167,87441
165403,66574
836740,93938
-216461,48864
-430829,39402
-2249456,1478
-1403616,9515
10975,59302
277004,71678
-83823,54894
-510683,36063
307705,73032
-356299,42596
-759085,26557
-1451788,8704
746497,90817
-204494,49412
-1947339,3098
697398,89123
-1695479,5423
838095,93990
-809644,24831
83468,62706
-1530042,7458
-55447,56231
-1083906,16566
76908,62401
410525,77529
252209,70563
-2679984,440
110935,63956
-824678,24299
-149999,51887
959575,97834
-255228,47095
-13190,58203
550994,83551
-254955,47110
-691941,28966
-820878,24426
29756,60202
569091,84276
437964,78742
-1347343,10567
630668,86692
-550493,34426
665334,87912
123625,64567
-569582,33687
220295,69131
-1140966,15126
882095,95441
680100,88456
-1021659,18215
708049,89523
-1351482,10487
544821,83310
577951,84619
-440401,38999
-713960,28144
274482,71576
-95920,54353
830392,93732
486344,80819
696107,89062
-440274,39006
795630,92547
-115463,53455
-1820659,4140
587410,85008
191570,67806
-833141,24022
-1624310,6179
773439,91768
-135499,52542
477007,80429
434025,78566
-739290,27252
-16882,58020
306349,72965
822572,93457
-966578,19786
52020,61280
456641,79549
2410,58909
195085,67963
-1116586,15717
-706892,28400
582666,84807
1027738,99799
220296,69132
-399553,40700
-695490,28831
293271,72398
-1099389,16154
-587197,32935
-1143115,15071
-2471644,847
312345,73257
-1381731,9929
-31497,57370
49443,61156
231965,69617
-921174,21157
770965,91671
-732813,27468
-354236,42674
-1238595,12808
-359351,42450
-415842,39983
1027084,99779
-311675,44547
-941062,20566
-1822275,4126
534265,82891
-595937,32583
-1062844,17133
-1242841,12707
541830,83191
-160417,51420
-1286581,11785
-78561,55160
-739015,27259
6562,59095
-401209,40617
-325621,43908
147449,65736
380425,76235
-960759,19982
-232129,48132
390410,76665
166349,66617
-53467,56326
-800608,25132
1012245,99373
-1385616,9845
159003,66286
498474,81324
205533,68452
386511,76501
678349,88395
644939,87168
-466108,37889
-643317,30747
-250030,47311
-758446,26575
-795204,25330
-257792,46990
751551,90987
-2268329,1410
-335357,43468
616968,86167
-316318,44327
-902238,21726
788363,92278
-975886,19504
548181,83446
485933,80801
379059,76178
633638,86792
-2061625,2358
972464,98244
-355910,42619
-1608874,6386
-336544,43413
86490,62867
-1343730,10647
154041,66066
-505128,36282
-1588281,6630
538793,83073
-37380,57094
-751345,26825
-44309,56764
991105,98757
-1647371,5924
-195930,49803
100808,63526
-6426,58502
932683,97031
-973961,19563
-402266,40578
633985,86807
-887492,22216
15252,59500
-1046139,17592
-650935,30465
570421,84324
-169935,50985
203883,68374
732841,90354
1018524,99539
-2452164,890
922059,96698
-1922436,3265
-1101011,16109
-168795,51033
355631,75181
170712,66838
-1503142,7875
-95170,54380
-528026,35377
24502,59940
-820290,24448
-674504,29588
600433,85517
505914,81672
534676,82910
312464,73265
-1270946,12116
724095,90037
-905559,21631
-468897,37783
283300,71947
-1037910,17804
626448,86530
-503720,36348
-1131934,15348
334886,74278
-468607,37797
-1649257,5907
747855,90861
-723391,27801
-878980,22482
277930,71719
676396,88320
74449,62286
99624,63461
790592,92354
-1807039,4250
-645152,30683
-1163042,14590
742903,90693
584991,84905
-210923,49115
619454,86269
1029440,99850
355677,75189
397151,76986
-1312087,11283
-636933,30992
521005,82367
654975,87540
631467,86718
-418312,39879
159543,66307
952373,97582
289915,72243
-69904,55574
-1109391,15887
-127723,52910
-495937,36652
-1651657,5881
-1990650,2793
438845,78792
904149,96162
-2529560,705
251603,70535
-2068888,2317
741760,90653
502045,81489
-1600801,6484
-982640,19283
929410,96928
-134336,52605
-980427,19360
913601,96438
365555,75621
283927,71976
-790603,25485
-248964,47362
-1091801,16358
953993,97646
719208,89882
-618495,31670
943848,97344
-708213,28352
664393,87883
-686880,29146
449433,79217
456796,79562
-1687344,5506
324961,73838
952952,97606
-634529,31078
-750720,26850
72629,62203
302023,72798
196722,68038
-1004293,18669
100693,63519
916802,96542
585122,84913
-419231,39853
79872,62531
556075,83780
457913,79619
222105,69207
-1439347,8900
-1142139,15094
-545246,34646
568441,84250
645375,87179
345851,74765
231406,69587
-1127917,15441
-1428390,9086
119372,64357
611583,85963
929103,96915
-1904944,3407
508039,81770
331511,74131
675947,88299
