-16462935,39
-16088750,37
-15851369,33
-15749164,25
-15669951,34
-15412816,23
-15389307,38
-15280023,24
-15100701,34
-14824672,40
-14707127,35
-14692967,32
-14573464,19
-14495177,20
-14428751,40
-14398896,32
-14322276,34
-14179652,39
-14037785,31
-13972844,30
-13913019,30
-13834591,18
-13598521,26
-13479585,19
-13403999,17
-13306143,26
-13271517,16
-13217014,33
-13156818,12
-13080292,0
-13073447,8
-13038028,58
-13023733,15
-13022696,16
-12985612,10
-12918684,10
-12894796,52
-12835312,32
-12722237,55
-12704642,27
-12677587,17
-12635828,51
-12584977,37
-12570595,4
-12462435,14
-12437329,16
-12436816,17
-12335479,55
-12248554,17
-12176488,52
-12073423,18
-11987698,0
-11941793,10
-11868422,30
-11827008,27
-11737696,52
-11685027,57
-11619294,52
-11590865,27
-11584844,46
-11582002,55
-11570931,40
-11529196,4
-11501715,35
-11461398,6
-11416402,32
-11408650,2
-11368759,8
-11358704,40
-11357311,45
-11351708,5
-11310152,31
-11299238,20
-11299169,20
-11298886,21
-11277227,40
-11271431,2
-11257197,57
-11228199,52
-11224867,7
-11217415,37
-11203951,38
-11183225,53
-11145140,9
-11074925,51
-11070126,8
-11059843,42
-11057476,50
-11043634,55
-10953961,53
-10913505,51
-10912223,56
-10899197,54
-10881039,21
-10849951,43
-10836278,38
-10791996,1
-10772290,15
-10767266,41
-10760674,12
-10743193,27
-10732883,13
-10719834,9
-10693742,17
-10590827,15
-10523050,23
-10509783,43
-10504151,11
-10483666,11
-10462828,8
-10459801,21
-10437680,57
-10429450,1
-10424252,24
-10424139,25
-10419112,48
-10368728,48
-10345277,2
-10338408,50
-10332904,32
-10311706,36
-10307027,0
-10303036,19
-10297373,55
-10267515,24
-10254140,39
-10253848,41
-10208326,23
-10186299,29
-10167310,19
-10150209,48
-10139268,62
-10100281,26
-10099256,32
-10092523,7
-10055686,45
-10036522,44
-10036519,44
-10021280,21
-10006984,45
-10001746,21
-9991148,45
-9889084,13
-9849354,23
-9808641,54
-9801215,53
-9796497,27
-9786605,30
-9774061,55
-9768326,28
-9761064,15
-9754751,6
-9754188,11
-9750786,43
-9748519,4
-9745571,30
-9732321,9
-9709293,46
-9693217,32
-9660486,15
-9634519,25
-9627001,26
-9593518,20
-9586298,13
-9579310,1
-9570029,0
-9567963,18
-9562361,13
-9540663,58
-9540604,59
-9522685,19
-9520561,37
-9459959,5
-9449457,27
-9448517,35
-9439264,44
-9418654,21
-9408880,44
-9365714,51
-9344557,40
-9342531,57
-9329783,40
-9287719,21
-9284330,53
-9282142,15
-9279854,34
-9277173,56
-9270872,47
-9245026,15
-9233959,40
-9173201,12
-9172119,22
-9157676,16
-9153532,56
-9137871,4
-9131360,1
-9097593,3
-9071284,5
-9071042,7
-9061222,40
-9018621,8
-9009902,39
-8995575,55
-8987911,10
-8984263,44
-8979626,35
-8963240,52
-8960712,20
-8946527,47
-8916703,20
-8914777,41
-8912480,9
-8911990,14
-8905736,10
-8904853,19
-8880901,4
-8864310,43
-8846587,34
-8840271,41
-8780602,7
-8780345,10
-8780040,13
-8776313,51
-8768741,10
-8735196,6
-8728775,7
-8724725,56
-8723578,3
-8718162,57
-8712650,51
-8669127,13
-8669008,15
-8668586,21
-8633851,13
-8633197,19
-8627820,15
-8612254,57
-8595012,8
-8586768,19
-8583468,50
-8551576,33
-8551024,39
-8550841,42
-8549542,56
-8538003,63
-8530285,15
-8529689,21
-8529338,25
-8528253,36
-8525129,2
-8523968,15
-8508529,11
-8496205,11
-8475567,45
-8467967,6
-8462748,10
-8461864,21
-8456112,21
-8445354,8
-8427551,35
-8427456,36
-8420468,58
-8416699,40
-8410829,42
-8404944,5
-8389506,59
-8380152,42
-8373899,53
-8350358,38
-8347765,7
-8342920,54
