350,35
390,39
1070,29
2510,17
3210,9
4390,49
5760,30
5820,36
7990,18
9520,15
9710,34
10561,41
11881,17
13151,65
15131,29
17311,13
17601,42
19631,10
20202,67
22492,62
23042,39
25452,45
25922,14
26782,22
27502,16
27532,19
28762,64
28942,4
29272,37
30063,38
30323,64
30393,71
31453,20
31543,29
33053,24
33373,56
34653,28
35703,55
37233,52
37873,37
38573,29
39733,67
39993,15
45214,68
46254,16
46404,31
46844,75
47424,55
48194,54
49474,26
49494,28
49934,72
52025,46
52725,38
53235,11
53595,47
55475,1
55895,43
56535,28
58615,2
60336,18
60776,62
62316,60
62526,2
63406,12
63636,35
65906,28
66306,68
66876,47
70517,20
72317,44
74387,17
74877,66
75397,39
77707,36
78257,13
79387,48
79427,52
79667,76
81278,2
81588,33
81788,53
81878,62
82438,40
82848,3
83288,47
83628,3
85758,60
88478,19
90019,17
90549,70
91899,49
92389,20
93179,21
94859,32
96559,46
97539,66
98969,53
99209,77
99309,9
