1042412,104241
1996763,199676
1401992,140199
1328142,132814
4086978,408697
1632803,163280
2157584,215758
4423168,442316
69400,6940
3823107,382310
4722369,472236
3090866,309086
2306724,230672
2092364,209236
1029532,102953
4196998,419699
817801,81780
2746415,274641
1337942,133794
2305324,230532
3058566,305856
1944113,194411
1736473,173647
761461,76146
4528049,452804
1194952,119495
37490,3749
1580673,158067
4234138,423413
2557155,255715
810471,81047
2594415,259441
2266424,226642
804081,80408
1792653,179265
4293818,429381
4433758,443375
1366522,136652
4476258,447625
2639015,263901
3401196,340119
431710,43171
2464114,246411
3148816,314881
3020876,302087
1860823,186082
1487662,148766
3194156,319415
861721,86172
1336472,133647
2592705,259270
2325954,232595
2147394,214739
3979247,397924
994061,99406
2308834,230883
2611735,261173
4794919,479491
4626719,462671
2249484,224948
4213738,421373
3780747,378074
2841205,284120
1078652,107865
1374122,137412
1002032,100203
2858145,285814
1680113,168011
1595803,159580
4909359,490935
594161,59416
2512035,251203
4839609,483960
1287002,128700
4254108,425410
2928705,292870
241870,24187
3142656,314265
2324984,232498
4516829,451682
2915195,291519
207650,20765
1092092,109209
2795055,279505
4179368,417936
529331,52933
2333664,233366
59690,5969
2061874,206187
1728873,172887
3938047,393804
3785137,378513
383840,38384
1275762,127576
4282028,428202
186360,18636
2978275,297827
2043364,204336
3349016,334901
1965643,196564
2087054,208705
4097428,409742
1355782,135578
2134204,213420
3718027,371802
573311,57331
4530469,453046
4383548,438354
177190,17719
739141,73914
3243436,324343
1189322,118932
4330048,433004
4667579,466757
3068956,306895
2863295,286329
344720,34472
3181616,318161
1745463,174546
1350802,135080
4334378,433437
826051,82605
3896707,389670
4324228,432422
1948003,194800
2084524,208452
2743685,274368
4672159,467215
1138092,113809
3363806,336380
2137644,213764
164850,16485
1446342,144634
1655153,165515
4060028,406002
2606295,260629
2406904,240690
2681755,268175
1625563,162556
1173752,117375
1286482,128648
4969379,496937
1337052,133705
3323656,332365
1369532,136953
1790393,179039
3606057,360605
870901,87090
3347536,334753
4197968,419796
728661,72866
1023982,102398
3224506,322450
2625735,262573
1623283,162328
2246534,224653
2055524,205552
3881537,388153
4585709,458570
3753627,375362
2354784,235478
3491476,349147
2480714,248071
4571959,457195
4645619,464561
4576709,457670
4518599,451859
879231,87923
4095038,409503
3489696,348969
1209502,120950
2602035,260203
40880,4088
3429846,342984
2522295,252229
119860,11986
4648969,464896
4765209,476520
792481,79248
1562993,156299
3851047,385104
3692127,369212
411490,41149
2100794,210079
3603517,360351
1897613,189761
309650,30965
3688897,368889
1749773,174977
1717153,171715
1705803,170580
2990915,299091
344560,34456
860991,86099
4956669,495666
3652577,365257
3820577,382057
2661815,266181
4543869,454386
4321588,432158
1919303,191930
1116092,111609
1026462,102646
2334104,233410
2822505,282250
342500,34250
1049282,104928
2760595,276059
2437114,243711
1525593,152559
362520,36252
301280,30128
31610,3161
2672255,267225
1160302,116030
4206498,420649
4723169,472316
1212132,121213
4904569,490456
2469504,246950
2958675,295867
1391202,139120
3476736,347673
2776945,277694
47240,4724
1830493,183049
4198028,419802
3711357,371135
2343324,234332
238320,23832
1394172,139417
2995375,299537
3851487,385148
2886115,288611
3832107,383210
1952383,195238
4471798,447179
3717797,371779
3859897,385989
3507817,350781
3803977,380397
4645429,464542
471930,47193
325950,32595
2858595,285859
3559257,355925
3165926,316592
3015536,301553
1765883,176588
4902129,490212
4416058,441605
2254024,225402
1586313,158631
1682213,168221
1117542,111754
3870787,387078
2011134,201113
1711223,171122
3661877,366187
2571095,257109
4977629,497762
1055512,105551
523371,52337
549551,54955
2191794,219179
486980,48698
3606247,360624
1118122,111812
2125044,212504
262930,26293
3850217,385021
3260906,326090
3230086,323008
2014824,201482
3329056,332905
4388268,438826
4768199,476819
3445826,344582
3098176,309817
1079062,107906
3386046,338604
868291,86829
1948723,194872
1095142,109514
1226782,122678
3210366,321036
1342892,134289
3864207,386420
2525555,252555
39500,3950
3402516,340251
1994373,199437
1689433,168943
456950,45695
4997699,499769
3460536,346053
3065536,306553
1590213,159021
3250506,325050
1042872,104287
828931,82893
4495628,449562
1230,123
3231046,323104
3385916,338591
1479282,147928
2900345,290034
3074146,307414
2435874,243587
3341426,334142
4491048,449104
1505623,150562
4650189,465018
2473414,247341
3503207,350320
2752385,275238
4572049,457204
3226866,322686
1187202,118720
2881275,288127
4697209,469720
3575477,357547
4013528,401352
1079522,107952
1018342,101834
4599829,459982
3834287,383428
4927269,492726
702731,70273
4505979,450597
4118598,411859
843961,84396
3076676,307667
878341,87834
4537539,453753
53110,5311
2590335,259033
1110022,111002
1965053,196505
1894193,189419
3813197,381319
1204382,120438
3584957,358495
1368102,136810
1513233,151323
3143316,314331
1732443,173244
378980,37898
1892723,189272
324610,32461
655711,65571
868351,86835
3492846,349284
4723769,472376
1897373,189737
1768893,176889
4136468,413646
2422964,242296
3925677,392567
311330,31133
2768345,276834
1196652,119665
1160652,116065
374100,37410
4638279,463827
4224128,422412
1354922,135492
1212022,121202
1712693,171269
4472388,447238
1790243,179024
4708999,470899
4790459,479045
1989413,198941
2644055,264405
4986389,498638
